MUNICIPIO,Y,X,W1,W2,N
Biguaçu,0.493,0.1666666667,0.1666666667,0.1666666667,24
Cruz Alta,0.474,0.0416666667,0,0.1428571429,24
São Sebastião,0.499,0.1666666667,0.1333333333,0.2222222222,24
São Sebastião do Paraíso,0.495,0.0833333333,0,0.1666666667,24
Maracanã,0.518,0.2916666667,0.1818181818,0.3846153846,24
Catanduva,0.486,0,0,0,24
Cosmópolis,0.5,0.2916666667,0.1818181818,0.3846153846,24
Itapeva,0.493,0.0416666667,0,0.1666666667,24
Santa Teresa,0.5,0.0869565217,0.1666666667,0,23
Corumbá,0.504,0.0434782609,0.0833333333,0,23
Laguna,0.491,0.3043478261,0.2307692308,0.4,23
Canela,0.487,0.2173913043,0,0.3333333333,23
Mongaguá,0.499,0.0434782609,0,0.0833333333,23
Vilhena,0.496,0.0869565217,0,0.1428571429,23
Matinhos,0.487,0.1739130435,0.25,0.0909090909,23
Cajamar,0.499,0.1304347826,0.1538461538,0.1,23
Marataízes,0.494,0.2173913043,0.1111111111,0.2857142857,23
Barcelona,0.511,0.0869565217,0.1428571429,0,23
União da Vitória,0.49,0.0869565217,0.1333333333,0,23
Paraíba do Sul,0.481,0.1363636364,0.0909090909,0.1818181818,22
Garopaba,0.503,0.1818181818,0.1818181818,0.1818181818,22
Porto Seguro,0.5,0.0909090909,0,0.1818181818,22
Jaguarão,0.487,0.2272727273,0.1818181818,0.2727272727,22
Santa Isabel,0.5,0.2727272727,0.0833333333,0.5,22
São Gabriel,0.487,0.0909090909,0,0.25,22
Crato,0.475,0.0909090909,0.1176470588,0,22
Patos,0.475,0.0909090909,0.0714285714,0.125,22
Registro,0.491,0.0476190476,0.0833333333,0,21
Guaxupé,0.498,0.0476190476,0,0.0909090909,21
Cianorte,0.487,0.0952380952,0.0625,0.2,21
Serra Negra,0.488,0.1428571429,0,0.3,21
Boituva,0.503,0.0952380952,0.0666666667,0.1666666667,21
Vila Rica,0.523,0.0952380952,0.0769230769,0.125,21
Pará de Minas,0.494,0.0952380952,0,0.2222222222,21
Caxias,0.484,0.0952380952,0.125,0.0769230769,21
Sobradinho,0.491,0.0952380952,0,0.2857142857,21
Venâncio Aires,0.495,0.05,0,0.125,20
Patrocínio Paulista,0.507,0.15,0,0.3,20
Ferraz de Vasconcelos,0.488,0.15,0.1333333333,0.2,20
Jandira,0.49,0.15,0.1666666667,0.125,20
Santos Dumont,0.486,0.1,0,0.1818181818,20
Ponte Nova,0.479,0.15,0.0833333333,0.25,20
Camaragibe,0.479,0.1,0.0769230769,0.1428571429,20
Rio Grande,0.482,0.1,0.125,0,20
Jaboticabal,0.486,0,0,0,20
Itabirito,0.492,0.1,0.1333333333,0,20
Iguatu,0.481,0.1,0.1666666667,0,20
Além Paraíba,0.482,0.1578947368,0.2307692308,0,19
Faro,0.519,0.0526315789,0,0.0909090909,19
Barra do Garças,0.498,0.1578947368,0.125,0.3333333333,19
Garibaldi,0.496,0.1578947368,0.2,0.1111111111,19
Eldorado do Sul,0.495,0.2105263158,0.2307692308,0.1666666667,19
Grajaú,0.511,0.0526315789,0,0.1,19
Santa Maria da Boa Vista,0.504,0.1578947368,0.1,0.2222222222,19
Piedade,0.51,0.1578947368,0.2,0,19
Juazeiro,0.49,0.0526315789,0.0714285714,0,19
Iguape,0.501,0.1666666667,0.1111111111,0.2222222222,18
Iguaba Grande,0.483,0.2777777778,0.125,0.4,18
Ituiutaba,0.493,0.1111111111,0.0833333333,0.1666666667,18
Forquilhinha,0.502,0.2777777778,0.1666666667,0.5,18
São Bento do Sul,0.498,0.1111111111,0.1,0.125,18
Sorriso,0.515,0.1666666667,0.2,0,18
Serra Talhada,0.477,0.0555555556,0.0909090909,0,18
Guaporé,0.488,0.1111111111,0.1666666667,0,18
Sousa,0.483,0.0555555556,0,0.3333333333,18
Olaria,0.536,0.1111111111,0.2222222222,0,18
Formiga,0.493,0,0,0,18
Caratinga,0.489,0.2222222222,0.0909090909,0.4285714286,18
Unaí,0.507,0.0555555556,0.0833333333,0,18
Amparo,0.493,0.1666666667,0,0.4285714286,18
Sarandi,0.493,0.2222222222,0.3,0.125,18
Rolândia,0.492,0.0555555556,0,0.0909090909,18
Caçador,0.495,0.1176470588,0.0909090909,0.1666666667,17
Canoinhas,0.494,0.0588235294,0,0.125,17
Cataguases,0.491,0.1176470588,0,0.2857142857,17
Jataí,0.5,0.0588235294,0.0909090909,0,17
Franco da Rocha,0.513,0,0,0,17
Coimbra,0.503,0,0,0,17
Indaial,0.5,0.0588235294,0.0833333333,0,17
Catalão,0.503,0.0588235294,0.0769230769,0,17
Guararapes,0.493,0.0588235294,0.125,0,17
Pontal do Paraná,0.495,0.1176470588,0.1428571429,0.1,17
Cruzeiro do Sul,0.5,0.1176470588,0,0.4,17
Jequié,0.485,0.0588235294,0,0.1111111111,17
Teixeira de Freitas,0.492,0,0,0,17
Patrocínio,0.509,0,0,0,17
Mafra,0.496,0.125,0.1,0.1666666667,16
São José do Rio Pardo,0.492,0.0625,0,0.1428571429,16
Batatais,0.491,0.0625,0,0.1428571429,16
Boa Viagem,0.502,0.25,0.2,0.3333333333,16
Ipanema,0.485,0.0625,0,0.1111111111,16
São Lourenço do Sul,0.502,0.125,0,0.4,16
Cristalina,0.515,0.125,0.1428571429,0.1111111111,16
Imbé,0.49,0.25,0.3,0.1666666667,16
