MUNICIPIO,Y,X,W1,W2,N
Sarandi,0.493,0.1290322581,0.1764705882,0.0714285714,31
Ferraz de Vasconcelos,0.488,0.1290322581,0.12,0.1666666667,31
Paraíba do Sul,0.481,0.1612903226,0.1764705882,0.1428571429,31
Caxias,0.484,0.064516129,0.0625,0.0666666667,31
Camaragibe,0.479,0.1612903226,0.15,0.1818181818,31
Urussanga,0.491,0.2580645161,0.1176470588,0.4285714286,31
Caçador,0.495,0.0967741935,0.1111111111,0.0769230769,31
Porto Seguro,0.5,0.0666666667,0,0.1428571429,30
Garibaldi,0.496,0.1666666667,0.2142857143,0.125,30
Catalão,0.503,0,0,0,30
Juazeiro,0.49,0.0666666667,0.1,0,30
Venâncio Aires,0.495,0.0666666667,0,0.1818181818,30
Jequié,0.485,0.0333333333,0,0.0714285714,30
Amparo,0.493,0.0689655172,0,0.1818181818,29
Sobradinho,0.491,0.0689655172,0,0.1428571429,29
Grajaú,0.511,0.0689655172,0.0769230769,0.0625,29
Santo Antônio da Patrulha,0.498,0.1034482759,0.1333333333,0.0714285714,29
Unaí,0.507,0.0344827586,0.0555555556,0,29
São Gabriel,0.487,0.0689655172,0,0.2,29
Joaçaba,0.481,0.1379310345,0.1176470588,0.1666666667,29
Serra Negra,0.488,0.1379310345,0,0.3636363636,29
Faro,0.519,0.0344827586,0,0.0588235294,29
Votuporanga,0.488,0.0689655172,0.0625,0.0769230769,29
Mongaguá,0.499,0.0344827586,0,0.0625,29
Maracanã,0.518,0.1785714286,0.0666666667,0.3076923077,28
Ponte Nova,0.479,0.0714285714,0,0.1666666667,28
Ponta Porã,0.494,0.0357142857,0,0.1,28
Franco da Rocha,0.513,0,0,0,28
Boituva,0.503,0.0714285714,0.0526315789,0.1111111111,28
Guaxupé,0.498,0.0714285714,0.0769230769,0.0666666667,28
Pontal do Paraná,0.495,0.0714285714,0.0769230769,0.0666666667,28
São José do Rio Pardo,0.492,0.1481481481,0,0.3076923077,27
São Sebastião,0.499,0.2222222222,0.1176470588,0.4,27
Piedade,0.51,0.1111111111,0.1428571429,0,27
Seropédica,0.492,0.2592592593,0.4166666667,0.1333333333,27
Valparaíso,0.55,0.037037037,0,0.0714285714,27
Concórdia,0.492,0.1538461538,0.0714285714,0.25,26
Guarabira,0.483,0.0384615385,0.0476190476,0,26
Caratinga,0.489,0.0384615385,0.0666666667,0,26
Arapongas,0.49,0.1153846154,0.0666666667,0.1818181818,26
Dom Pedrito,0.491,0.1153846154,0.1333333333,0.0909090909,26
Charqueadas,0.553,0.0384615385,0.0555555556,0,26
Parobé,0.494,0.0769230769,0,0.1538461538,26
Indaial,0.5,0.1153846154,0.0666666667,0.1818181818,26
Sorriso,0.515,0.12,0.1428571429,0,25
Além Paraíba,0.482,0.16,0.2352941176,0,25
Formiga,0.493,0.04,0,0.1,25
Caldas Novas,0.497,0,0,0,25
Ituiutaba,0.493,0.12,0.1538461538,0.0833333333,25
Canoinhas,0.494,0.04,0,0.0714285714,25
Barreiras,0.494,0.08,0.0588235294,0.125,25
Olaria,0.536,0.0416666667,0.0909090909,0,24
Cataguases,0.491,0.125,0.0666666667,0.2222222222,24
Patrocínio,0.509,0.125,0.0625,0.25,24
