MUNICIPIO,Y,X,W1,W2,N
Bauru,0.616,0.0859375,0.0864864865,0.0704225352,256
Foz do Iguaçu,0.687,0.0763052209,0.07960199,0.0416666667,249
Mogi das Cruzes,0.656,0.0728744939,0.056122449,0.1176470588,247
Anápolis,0.665,0.0617283951,0.0732984293,0,243
Piracicaba,0.625,0.0622406639,0.0529100529,0.0769230769,241
Rio das Ostras,0.674,0.0759493671,0.0789473684,0.0425531915,237
Montes Claros,0.692,0.063559322,0.0621761658,0.0465116279,236
Divinópolis,0.624,0.0745614035,0.08,0.0566037736,228
Angra dos Reis,0.68,0.0807174888,0.0852272727,0.0425531915,223
Praia Grande,0.641,0.1,0.0949367089,0.0967741935,220
Poço Fundo,0.577,0.0913242009,0.1,0.0508474576,219
São Leopoldo,0.641,0.0917431193,0.0628571429,0.1860465116,218
Cascavel,0.672,0.069124424,0.0598802395,0.08,217
Barueri,0.697,0.0845070423,0.064516129,0.1206896552,213
Passo Fundo,0.632,0.0947867299,0.0864197531,0.1020408163,211
Ponta Grossa,0.664,0.0574162679,0.0535714286,0.0487804878,209
Americana,0.598,0.0931372549,0.1118012422,0.023255814,204
Taubaté,0.636,0.0746268657,0.0791366906,0.0483870968,201
São Caetano do Sul,0.523,0.076142132,0.0785714286,0.0526315789,197
Ribeirão Pires,0.632,0.1224489796,0.1290322581,0.0972222222,196
Betim,0.704,0.103626943,0.0872483221,0.1590909091,193
Feira de Santana,0.703,0.0680628272,0.0775193798,0.0322580645,191
Queimados,0.677,0.1526315789,0.1838235294,0.0555555556,190
Ouro Branco,0.668,0.0684210526,0.0533333333,0.1,190
Governador Valadares,0.648,0.0947368421,0.0784313725,0.1621621622,190
Diadema,0.689,0.0846560847,0.0704225352,0.1063829787,189
Chapecó,0.685,0.0698924731,0.0728476821,0.0285714286,186
Nova Friburgo,0.585,0.1032608696,0.1096774194,0.0689655172,184
Gramado,0.615,0.0546448087,0.0536912752,0.0294117647,183
Cachoeirinha,0.632,0.0965909091,0.0965517241,0.064516129,176
Cariacica,0.681,0.1206896552,0.1287878788,0.0714285714,174
Marília,0.607,0.0348837209,0.0236220472,0.0444444444,172
Viamão,0.642,0.081871345,0.0955882353,0.0285714286,171
São Carlos,0.615,0.0588235294,0.0620155039,0.0243902439,170
Caruaru,0.694,0.0473372781,0.045112782,0.0277777778,169
Araruama,0.614,0.119047619,0.1343283582,0.0294117647,168
Presidente Prudente,0.602,0.0898203593,0.081300813,0.1136363636,167
Vitória da Conquista,0.691,0.0903614458,0.1074380165,0.0222222222,166
Mesquita,0.628,0.1575757576,0.1639344262,0.1162790698,165
Jaboatão dos Guararapes,0.677,0.0975609756,0.0707964602,0.137254902,164
Itajaí,0.67,0.0670731707,0.0731707317,0.0487804878,164
Viana,0.701,0.1234567901,0.0973451327,0.1632653061,162
Lages,0.642,0.0891719745,0.0916666667,0.0540540541,157
São José dos Pinhais,0.7,0.0451612903,0.0325203252,0.0625,155
Limeira,0.624,0.0844155844,0.0655737705,0.125,154
Ananindeua,0.73,0.0784313725,0.0642201835,0.1136363636,153
Santarém,0.752,0.0397350993,0.0333333333,0.0322580645,151
Uberaba,0.618,0.04,0.0446428571,0.0263157895,150
Paranaguá,0.682,0.0872483221,0.0892857143,0.0540540541,149
São Vicente,0.645,0.075862069,0.0720720721,0.0588235294,145
Araçatuba,0.584,0.0492957746,0.0454545455,0.03125,142
Jaraguá do Sul,0.682,0.0780141844,0.0900900901,0,141
Atibaia,0.627,0.085106383,0.0892857143,0.0344827586,141
Palhoça,0.685,0.0785714286,0.0660377358,0.0882352941,140
Indaiatuba,0.649,0.0575539568,0.0384615385,0.0857142857,139
Aparecida de Goiânia,0.735,0.0863309353,0.1,0.0256410256,139
Dourados,0.682,0.0294117647,0.0384615385,0,136
Alvorada,0.676,0.1085271318,0.1224489796,0.0322580645,129
Mauá,0.679,0.0625,0.0786516854,0,128
Parnaíba,0.692,0.0573770492,0.0430107527,0.0689655172,122
Araraquara,0.598,0.0409836066,0.0333333333,0.03125,122
Nova Lima,0.637,0.0743801653,0.0813953488,0.0285714286,121
Guarapuava,0.671,0.075,0.0666666667,0.1333333333,120
Jacareí,0.636,0.0924369748,0.0879120879,0.0714285714,119
São João de Meriti,0.633,0.1680672269,0.1666666667,0.1304347826,119
Sete Lagoas,0.651,0.025210084,0.0217391304,0,119
Parnamirim,0.706,0.1025641026,0.095890411,0.0909090909,117
Marabá,0.78,0.0683760684,0.0638297872,0.0434782609,117
Bento Gonçalves,0.601,0.0854700855,0.0714285714,0.1052631579,117
Brusque,0.657,0.0689655172,0.0659340659,0.04,116
Barra Mansa,0.61,0.0695652174,0.0652173913,0.0434782609,115
Uruguaiana,0.651,0.0964912281,0.0879120879,0.1304347826,114
Guarapari,0.654,0.0884955752,0.1058823529,0,113
Teresópolis,0.616,0.0990990991,0.0540540541,0.1621621622,111
Três Corações,0.652,0.0636363636,0.0705882353,0,110
Bragança Paulista,0.626,0.0454545455,0.0379746835,0.0322580645,110
Belford Roxo,0.667,0.1376146789,0.156626506,0.0384615385,109
São José,0.651,0.1111111111,0.1126760563,0.0810810811,108
Taboão da Serra,0.691,0.0654205607,0.0410958904,0.0882352941,107
Itu,0.65,0.0943396226,0.1,0,106
Nilópolis,0.602,0.0952380952,0.0972222222,0.0606060606,105
Ubatuba,0.668,0.1238095238,0.1298701299,0.1071428571,105
Valinhos,0.604,0.0666666667,0.0602409639,0.0454545455,105
Santa Cruz do Sul,0.596,0.0288461538,0.0126582278,0.04,104
Franca,0.637,0.0582524272,0.049382716,0.0454545455,103
Suzano,0.679,0.0490196078,0.0405405405,0.0357142857,102
Maricá,0.599,0.068627451,0.0789473684,0.0384615385,102
Poços de Caldas,0.609,0.0594059406,0.0563380282,0.0666666667,101
Itaguaí,0.67,0.1,0.0574712644,0.3076923077,100
Tubarão,0.601,0.1212121212,0.1449275362,0.0666666667,99
Petrolina,0.747,0.0606060606,0.0327868852,0.0789473684,99
Rio Claro,0.613,0.0606060606,0.0649350649,0,99
Campos dos Goytacazes,0.639,0.0714285714,0.0684931507,0.04,98
Magé,0.655,0.0918367347,0.0921052632,0.0909090909,98
Goiás,0.601,0.0515463918,0.0540540541,0,97
Itaboraí,0.65,0.1354166667,0.0987654321,0.2666666667,96
Erechim,0.617,0.1145833333,0.0779220779,0.2105263158,96
Cotia,0.683,0.0729166667,0.0506329114,0.1176470588,96
Bagé,0.6,0.0549450549,0.0422535211,0.05,91
Guaíba,0.628,0.043956044,0.0379746835,0,91
Juazeiro do Norte,0.711,0.0659340659,0.0166666667,0.1290322581,91
Patos de Minas,0.618,0.0681818182,0.0547945205,0.0666666667,88
Esteio,0.613,0.1034482759,0.1212121212,0,87
Viçosa,0.638,0.1034482759,0.0869565217,0.1666666667,87
Caraguatatuba,0.654,0.0930232558,0.0535714286,0.1333333333,86
Torres,0.589,0.0697674419,0.0454545455,0.1,86
Barra do Piraí,0.596,0.0476190476,0.0422535211,0,84
Resende,0.639,0.0357142857,0.0317460317,0,84
Imperatriz,0.728,0.0602409639,0.0793650794,0,83
Itapetininga,0.657,0.1219512195,0.1230769231,0.0588235294,82
Carapicuíba,0.692,0.0731707317,0.0508474576,0.1304347826,82
Varginha,0.635,0.049382716,0.0344827586,0.0434782609,81
Rondonópolis,0.695,0.0740740741,0.0634920635,0.0555555556,81
Capão da Canoa,0.647,0.125,0.1272727273,0.08,80
Itaubal,0.803,0.1125,0.125,0.0625,80
São Borja,0.605,0.1625,0.1875,0,80
Itabuna,0.663,0.1265822785,0.1,0.1379310345,79
Coronel Fabriciano,0.645,0.0769230769,0.0655737705,0.0588235294,78
Ouro Preto,0.645,0.0649350649,0.0526315789,0.05,77
Porto,0.755,0.0533333333,0.037037037,0.0476190476,75
Araras,0.618,0.08,0.0689655172,0.0588235294,75
Pato Branco,0.651,0.0540540541,0.0317460317,0.0909090909,74
Lauro de Freitas,0.709,0.1081081081,0.1428571429,0.04,74
Cubatão,0.684,0.0416666667,0.0408163265,0,72
Santa Terezinha de Itaipu,0.659,0.1549295775,0.16,0.0952380952,71
Ilhéus,0.674,0.0704225352,0.06,0.0476190476,71
Lajeado,0.624,0.0857142857,0.0847457627,0.0909090909,70
São Pedro da Aldeia,0.648,0.1,0.0909090909,0.1333333333,70
Arraial do Cabo,0.605,0.1142857143,0.125,0,70
Salto,0.641,0.0285714286,0.0196078431,0,70
Lavras,0.619,0.0579710145,0.0555555556,0,69
Itapema,0.649,0.0869565217,0.0819672131,0,69
Conselheiro Lafaiete,0.626,0.0869565217,0.1111111111,0,69
Santa Quitéria,0.673,0.1176470588,0.1153846154,0.0625,68
Linhares,0.7,0.0441176471,0.0408163265,0,68
Assis,0.598,0.1029411765,0.0784313725,0.1176470588,68
Garanhuns,0.693,0.1029411765,0.1276595745,0,68
Carazinho,0.599,0.0746268657,0.0526315789,0.1,67
Santa Luzia,0.692,0.0895522388,0.1086956522,0.0476190476,67
São José do Cerrito,0.579,0.0757575758,0.0740740741,0,66
Toledo,0.65,0.0757575758,0.0566037736,0.0769230769,66
Osório,0.609,0.1060606061,0.0769230769,0.1428571429,66
Santana de Parnaíba,0.68,0.1212121212,0.0512820513,0.1851851852,66
São Mateus,0.693,0.0757575758,0.0925925926,0,66
Camaçari,0.742,0.1515151515,0.0714285714,0.25,66
Timóteo,0.632,0.1538461538,0.170212766,0.0555555556,65
Ilhota,0.663,0.1076923077,0.0652173913,0.1578947368,65
Armação dos Búzios,0.665,0.0769230769,0.0425531915,0.1111111111,65
Paulista,0.655,0.1230769231,0.1304347826,0.1052631579,65
Itaperuna,0.602,0.0769230769,0.0754716981,0,65
Araranguá,0.644,0.109375,0.1020408163,0.0666666667,64
Pouso Alegre,0.638,0.09375,0.1041666667,0.0625,64
Santa Rosa,0.611,0.125,0.1020408163,0.1333333333,64
Teófilo Otoni,0.648,0.1111111111,0.1020408163,0.0714285714,63
Cachoeiro de Itapemirim,0.641,0.0793650794,0.0714285714,0,63
Itajubá,0.619,0.0483870968,0.0465116279,0,62
Itaquaquecetuba,0.723,0.1147540984,0.1,0.0952380952,61
Itabira,0.645,0.1147540984,0.0925925926,0.1428571429,61
Embu,0.714,0.0983606557,0.1111111111,0,61
Barretos,0.609,0.1166666667,0.0952380952,0.1111111111,60
Sumaré,0.684,0.1,0.1086956522,0,60
Abreu e Lima,0.67,0.0677966102,0,0.1363636364,59
Ijuí,0.591,0.0847457627,0.0666666667,0.0714285714,59
Santa Bárbara d'Oeste,0.624,0.0862068966,0.0697674419,0.1333333333,58
Santa Maria da Boa Vista,0.754,0.0689655172,0.0545454545,0,58
Ourinhos,0.613,0.0862068966,0.1052631579,0.05,58
Rio do Sul,0.642,0.1403508772,0.1176470588,0.1666666667,57
Francisco Beltrão,0.648,0.1228070175,0.14,0,57
Colatina,0.626,0.0877192982,0.0714285714,0.0666666667,57
Barbacena,0.605,0.1052631579,0.0681818182,0.1538461538,57
Maracanaú,0.719,0.0877192982,0.0975609756,0,57
Parauapebas,0.817,0.0526315789,0.0238095238,0.0666666667,57
Paulínia,0.671,0.1607142857,0.170212766,0,56
Araxá,0.626,0.0535714286,0.0222222222,0.0909090909,56
Botucatu,0.62,0.0535714286,0.0681818182,0,56
Cabo de Santo Agostinho,0.71,0.0535714286,0.0526315789,0,56
Muriaé,0.617,0.0535714286,0.0666666667,0,56
Sobral,0.727,0.0357142857,0.0454545455,0,56
Valença,0.588,0.1818181818,0.1428571429,0.3076923077,55
Alexandria,0.631,0.0909090909,0.0869565217,0,55
Saquarema,0.617,0.0545454545,0.0476190476,0,55
Poá,0.673,0.0545454545,0,0.1333333333,55
Caçapava,0.64,0.1296296296,0.1395348837,0,54
Colombo,0.706,0.1296296296,0.1219512195,0.0769230769,54
Sapiranga,0.664,0.1481481481,0.152173913,0,54
Três Lagoas,0.671,0.0555555556,0.05,0.0714285714,54
Umuarama,0.623,0.0740740741,0.04,0.25,54
Camaquã,0.604,0.1296296296,0.125,0.1666666667,54
Três Rios,0.611,0.0943396226,0.075,0.0769230769,53
Sabará,0.67,0.1132075472,0.1219512195,0,53
Hortolândia,0.692,0.0566037736,0.0476190476,0,53
Farroupilha,0.618,0.0754716981,0.0666666667,0,53
Santa Cruz,0.697,0.0566037736,0.075,0,53
Navegantes,0.681,0.1153846154,0.1111111111,0.0625,52
Lorena,0.627,0.0961538462,0.0857142857,0.0588235294,52
Lins,0.598,0.0384615385,0.0263157895,0,52
Jaú,0.616,0.0384615385,0.0285714286,0,52
Birigui,0.611,0.1153846154,0.1428571429,0,52
João Monlevade,0.61,0.0192307692,0,0.1666666667,52
Arapiraca,0.711,0.0576923077,0.0294117647,0.0555555556,52
Várzea Grande,0.72,0.0784313725,0.0588235294,0.0588235294,51
Valparaíso de Goiás,0.763,0.0588235294,0.0555555556,0,51
Caicó,0.641,0.0392156863,0.0333333333,0,51
Sinop,0.73,0.0980392157,0.075,0.0909090909,51
Campo Mourão,0.635,0.0588235294,0.0512820513,0,51
Içara,0.647,0.1,0.1081081081,0.0769230769,50
Avaré,0.63,0.06,0.0263157895,0.0833333333,50
Imbituba,0.598,0.04,0.0243902439,0,50
Santo Ângelo,0.599,0.1,0.0731707317,0.1111111111,50
Santa Rita,0.7,0.16,0.0740740741,0.2173913043,50
Itumbiara,0.626,0.04,0.0243902439,0,50
Mogi Guaçu,0.625,0.08,0.0714285714,0,50
Lagoa Santa,0.646,0.02,0,0,50
Vacaria,0.619,0.0816326531,0.0697674419,0,49
Ribeirão das Neves,0.713,0.0816326531,0.0540540541,0.1666666667,49
Pindamonhangaba,0.654,0.0816326531,0.0857142857,0,49
Alegrete,0.583,0.0816326531,0.0714285714,0,49
Penha,0.629,0.1020408163,0.0571428571,0.1428571429,49
Itanhaém,0.613,0.1428571429,0.2068965517,0.05,49
Vinhedo,0.626,0.0612244898,0.0512820513,0,49
Itatiba,0.637,0.1875,0.1578947368,0.2,48
Leme,0.658,0.0833333333,0.0789473684,0,48
Eldorado do Sul,0.662,0.2083333333,0.2093023256,0,48
Caieiras,0.674,0.1666666667,0.1081081081,0.2727272727,48
Santana,0.797,0.0833333333,0.0555555556,0.0833333333,48
São João del Rei,0.585,0.1041666667,0.1142857143,0,48
Itaúna,0.621,0.0625,0.0487804878,0,48
Arujá,0.677,0.085106383,0.0540540541,0.1,47
Araguaína,0.745,0.0425531915,0.027027027,0,47
Sapucaia do Sul,0.644,0.0434782609,0.0303030303,0,46
Montenegro,0.62,0.1086956522,0.0833333333,0.2,46
Tramandaí,0.61,0.1086956522,0.1212121212,0.0769230769,46
Bertioga,0.711,0.1333333333,0.0857142857,0.2,45
Ibitinga,0.623,0.1555555556,0.1315789474,0.1428571429,45
Vespasiano,0.71,0.0888888889,0.1,0,45
Ji-Paraná,0.709,0.0909090909,0.0882352941,0,44
Campos do Jordão,0.67,0.0909090909,0.0625,0.0833333333,44
Pinhais,0.684,0.1395348837,0.1379310345,0.1428571429,43
São João da Boa Vista,0.582,0.0465116279,0.0571428571,0,43
Alfenas,0.625,0.0465116279,0.0277777778,0,43
Sertãozinho,0.658,0.1627906977,0.1379310345,0.1428571429,43
Castanhal,0.749,0.1162790698,0.0857142857,0.25,43
Campo Bom,0.63,0.0697674419,0.0571428571,0,43
Tatuí,0.65,0.0465116279,0.0769230769,0,43
Araucária,0.703,0.0930232558,0.0857142857,0,43
Ilhabela,0.697,0.1428571429,0.1176470588,0.125,42
Cruzeiro,0.621,0.0714285714,0.0588235294,0,42
Curvelo,0.639,0.0714285714,0.0625,0,42
Paranavaí,0.609,0.0476190476,0.0322580645,0,42
Guaratinguetá,0.608,0.0714285714,0.0540540541,0,42
Congonhas,0.653,0.0714285714,0,0.1176470588,42
Barcelona,0.634,0.0238095238,0,0,42
Vila Rica,0.741,0.1219512195,0.0833333333,0.2,41
Diamantina,0.675,0.1219512195,0.0689655172,0.1666666667,41
Videira,0.66,0.0731707317,0.0588235294,0,41
São Lourenço,0.592,0.225,0.2307692308,0.1428571429,40
Vilhena,0.722,0.125,0.0909090909,0.1428571429,40
Parintins,0.783,0.05,0.0344827586,0,40
Itapevi,0.726,0.0512820513,0.0285714286,0,39
Caucaia,0.724,0.0769230769,0,0.125,39
Luziânia,0.747,0.0769230769,0,0.1538461538,39
Jaguariúna,0.659,0.0256410256,0,0,39
Catanduva,0.584,0.1282051282,0.0909090909,0.1666666667,39
Marau,0.639,0.0769230769,0.1034482759,0,39
Barra do Garças,0.673,0.1052631579,0.1034482759,0.1111111111,38
Apucarana,0.625,0.1052631579,0.0625,0.1666666667,38
Patos,0.685,0.0526315789,0.0416666667,0.0714285714,38
Vassouras,0.613,0.1621621622,0.1785714286,0,37
Rio Grande,0.605,0.1081081081,0.1153846154,0,37
Jaguarão,0.566,0.1621621622,0.09375,0.4,37
São Lourenço da Mata,0.694,0.1081081081,0.0454545455,0.1333333333,37
Tucuruí,0.783,0.0810810811,0.064516129,0,37
Joaçaba,0.612,0.1081081081,0.1379310345,0,37
Crato,0.692,0.0540540541,0.0333333333,0,37
Panambi,0.637,0.0833333333,0.0714285714,0,36
Corumbá,0.699,0.0277777778,0,0,36
Passos,0.621,0.0555555556,0.0357142857,0,36
Cosmópolis,0.671,0.2222222222,0.2258064516,0,36
Pirassununga,0.599,0.1388888889,0.1111111111,0.1111111111,36
Ibirité,0.718,0.0571428571,0,0.0769230769,35
Porto Seguro,0.764,0.0571428571,0,0.0714285714,35
Taquara,0.609,0.0571428571,0.04,0,35
Jandira,0.71,0.1714285714,0.125,0.1818181818,35
Laguna,0.585,0.1142857143,0.0967741935,0,35
Votorantim,0.668,0.1142857143,0.1428571429,0,35
União da Vitória,0.651,0.0882352941,0.0384615385,0.125,34
São Francisco do Sul,0.632,0.1176470588,0.0769230769,0.125,34
São Sebastião,0.693,0.2352941176,0.1578947368,0.2666666667,34
Paracambi,0.603,0.0588235294,0.0357142857,0,34
Catalão,0.663,0.0294117647,0,0,34
Santa Teresa,0.602,0.1470588235,0.1153846154,0.25,34
Valparaíso,0.667,0.0882352941,0.0322580645,0.3333333333,34
Mariana,0.683,0.1176470588,0.1363636364,0,34
Biguaçu,0.673,0.0882352941,0.064516129,0,34
Ponte Nova,0.611,0.1176470588,0.16,0,34
Caçador,0.673,0.0303030303,0.04,0,33
Ponta Porã,0.707,0.1212121212,0.064516129,0.5,33
Itabirito,0.648,0.0606060606,0,0.1428571429,33
Itapeva,0.67,0.0606060606,0.0384615385,0,33
Itararé,0.652,0.1212121212,0.0909090909,0.0909090909,33
Rio Bonito,0.632,0.0606060606,0.0416666667,0,33
Cianorte,0.633,0.0606060606,0.037037037,0,33
Cachoeira do Sul,0.553,0.0303030303,0,0,33
Faro,0.781,0.125,0.0869565217,0.1111111111,32
Jequié,0.675,0.0625,0,0.0833333333,32
Itapecerica da Serra,0.709,0.09375,0.0454545455,0.1,32
Matinhos,0.621,0.125,0.0476190476,0.1818181818,32
Garibaldi,0.582,0.1875,0.1481481481,0.2,32
Panamá,0.579,0.09375,0.0740740741,0,32
Barreiras,0.748,0.125,0.0909090909,0.1,32
Amparo,0.597,0.125,0.1111111111,0,32
Sombrio,0.659,0.0625,0.037037037,0,32
Nova Odessa,0.632,0.1612903226,0.2,0,31
Garopaba,0.627,0.1935483871,0.0476190476,0.4,31
Taguatinga,0.696,0.0967741935,0.0434782609,0.125,31
Franco da Rocha,0.705,0.0322580645,0.0416666667,0,31
Votuporanga,0.582,0.1290322581,0.125,0,31
Indaial,0.666,0.1290322581,0.1071428571,0,31
Santa Isabel,0.65,0.064516129,0.0416666667,0,31
Guarabira,0.679,0.0322580645,0,0,31
Arapongas,0.632,0.1666666667,0.0833333333,0.3333333333,30
Sarandi,0.669,0.1333333333,0.08,0.2,30
Ferraz de Vasconcelos,0.704,0.0666666667,0.04,0.2,30
Mongaguá,0.612,0.0666666667,0.0555555556,0,30
Registro,0.65,0.0333333333,0,0,30
Patrocínio Paulista,0.642,0.1034482759,0,0.1818181818,29
Coimbra,0.596,0.1034482759,0.0416666667,0.2,29
Camaragibe,0.676,0.1379310345,0.1428571429,0,29
Pontal do Paraná,0.603,0.0689655172,0,0.125,29
Anchieta,0.661,0.0344827586,0,0,29
Caldas Novas,0.684,0.0344827586,0,0,29
Paraíba do Sul,0.606,0.1379310345,0.1578947368,0.1,29
Serra Negra,0.567,0.1724137931,0.0952380952,0.25,29
Maracanã,0.731,0.1379310345,0.1153846154,0,29
São Bento do Sul,0.674,0.1034482759,0.0476190476,0.125,29
Cruz Alta,0.6,0.0344827586,0,0,29
São Gabriel,0.587,0.0714285714,0,0.1666666667,28
Caxias,0.714,0.1071428571,0.0526315789,0.1111111111,28
Cajamar,0.715,0.1071428571,0,0.3333333333,28
Campo Largo,0.666,0.1785714286,0.1052631579,0.2222222222,28
Sobradinho,0.709,0.1071428571,0.0909090909,0,28
Parobé,0.674,0.0714285714,0.0454545455,0,28
Santos Dumont,0.592,0.1785714286,0.1666666667,0,28
São Sebastião do Paraíso,0.622,0.0714285714,0.0555555556,0,28
Picos,0.685,0.0714285714,0.0526315789,0,28
Urussanga,0.581,0.1785714286,0.2,0.125,28
Lençóis Paulista,0.648,0.1111111111,0.0833333333,0.3333333333,27
Teixeira de Freitas,0.708,0.1481481481,0.1764705882,0,27
Iguape,0.606,0.1111111111,0.0869565217,0.25,27
Charqueadas,0.65,0.1111111111,0.0416666667,0.3333333333,27
Canela,0.652,0.2222222222,0.2,0,27
Juazeiro,0.729,0.1481481481,0.1,0.1428571429,27
Guaxupé,0.604,0.1111111111,0.0588235294,0.1,27
Marataízes,0.65,0.1851851852,0.1739130435,0,27
Pará de Minas,0.648,0.0740740741,0,0.125,27
Unaí,0.675,0.0769230769,0.0476190476,0,26
Goiatuba,0.627,0.1923076923,0.2173913043,0,26
Aparecida,0.621,0.1153846154,0.125,0,26
Portão,0.641,0.1923076923,0.1739130435,0,26
Patrocínio,0.653,0.0769230769,0.1111111111,0,26
Gaspar,0.66,0.0769230769,0.0526315789,0,26
Seropédica,0.658,0.2307692308,0.15,0.3333333333,26
Francisco Morato,0.722,0.1153846154,0.05,0.1666666667,26
Gravatá,0.676,0.12,0.0714285714,0.0909090909,25
Barra Velha,0.627,0.16,0.1052631579,0.1666666667,25
Ituiutaba,0.6,0.16,0.1578947368,0.1666666667,25
Cruzeiro do Sul,0.799,0.12,0.125,0,25
Lucas do Rio Verde,0.781,0.12,0.0869565217,0,25
Piedade,0.632,0.12,0.1428571429,0,25
Ariquemes,0.73,0.04,0,0,25
Cataguases,0.584,0.12,0.1111111111,0,25
Planaltina,0.761,0.12,0.0526315789,0.1666666667,25
Candelária,0.577,0.12,0.2,0,25
Marmelópolis,0.604,0.0833333333,0.0454545455,0,24
Além Paraíba,0.591,0.1666666667,0.1428571429,0,24
São José do Rio Pardo,0.592,0.2083333333,0.2105263158,0,24
Canoinhas,0.651,0.0416666667,0,0,24
Nova Serrana,0.778,0.1666666667,0.1764705882,0,24
Irati,0.636,0.2083333333,0.1,0.5,24
Grajaú,0.777,0.0416666667,0,0,24
