MUNICIPIO,Y,X,W1,W2,N
Itaguaí,0.499,0.1219512195,0.1764705882,0.0322580645,82
Itu,0.495,0.0853658537,0.0434782609,0.1388888889,82
Maricá,0.492,0.0609756098,0.0731707317,0.0487804878,82
Guarapari,0.489,0.0609756098,0.0638297872,0.0571428571,82
São José,0.483,0.125,0.1777777778,0.0571428571,80
Parnaíba,0.479,0.0632911392,0.0943396226,0,79
Campos dos Goytacazes,0.481,0.1025641026,0.0256410256,0.1794871795,78
Santa Cruz do Sul,0.481,0.0384615385,0.0217391304,0.0625,78
Viçosa,0.485,0.1038961039,0.125,0.0888888889,77
Taboão da Serra,0.478,0.1038961039,0.0666666667,0.15625,77
Itaboraí,0.487,0.1428571429,0.1304347826,0.1612903226,77
Petrolina,0.487,0.0519480519,0.0192307692,0.12,77
Bagé,0.478,0.0533333333,0.0238095238,0.0909090909,75
Resende,0.487,0.027027027,0.0425531915,0,74
Suzano,0.49,0.0136986301,0.0243902439,0,73
Poços de Caldas,0.483,0.0273972603,0,0.0909090909,73
Erechim,0.481,0.1095890411,0.0789473684,0.1428571429,73
Magé,0.486,0.1,0.1315789474,0.0625,70
Varginha,0.487,0.0571428571,0.0465116279,0.0740740741,70
Juazeiro do Norte,0.474,0.0869565217,0.0816326531,0.1,69
Bento Gonçalves,0.491,0.0735294118,0,0.1666666667,68
Caraguatatuba,0.495,0.1029411765,0.1282051282,0.0689655172,68
Esteio,0.483,0.0625,0.0263157895,0.1153846154,64
Santa Terezinha de Itaipu,0.489,0.125,0.1707317073,0.0434782609,64
Itapetininga,0.5,0.1111111111,0.1025641026,0.125,63
Araras,0.494,0.126984127,0.0294117647,0.2413793103,63
Patos de Minas,0.49,0.0793650794,0.0303030303,0.1333333333,63
Goiás,0.496,0.0476190476,0.0256410256,0.0833333333,63
Lavras,0.485,0.0655737705,0.0571428571,0.0769230769,61
Capão da Canoa,0.49,0.1147540984,0.1290322581,0.1,61
Carapicuíba,0.485,0.0655737705,0.0555555556,0.08,61
Barra do Piraí,0.476,0.0655737705,0.0606060606,0.0714285714,61
Ouro Preto,0.488,0.1166666667,0.1388888889,0.0833333333,60
Imperatriz,0.482,0.05,0.0294117647,0.0769230769,60
Garanhuns,0.471,0.0344827586,0.027027027,0.0476190476,58
Itajubá,0.491,0.1206896552,0.125,0.1153846154,58
Rondonópolis,0.502,0.0877192982,0.0833333333,0.0952380952,57
Itabuna,0.474,0.0526315789,0.0465116279,0.0714285714,57
Coronel Fabriciano,0.483,0.0714285714,0.09375,0.0416666667,56
Ijuí,0.483,0.1428571429,0.1212121212,0.1739130435,56
Conselheiro Lafaiete,0.484,0.0363636364,0.0526315789,0,55
Toledo,0.489,0.0727272727,0.0294117647,0.1428571429,55
São Borja,0.491,0.1636363636,0.1388888889,0.2105263158,55
Araranguá,0.492,0.1272727273,0.1481481481,0.1071428571,55
Santa Quitéria,0.501,0.1481481481,0.1666666667,0.1333333333,54
Lauro de Freitas,0.485,0.1111111111,0.1315789474,0.0625,54
Arraial do Cabo,0.492,0.0740740741,0.1111111111,0.037037037,54
Cotia,0.49,0.1132075472,0.1081081081,0.125,53
Embu,0.486,0.1509433962,0.1153846154,0.1851851852,53
Linhares,0.498,0.0754716981,0.1052631579,0,53
Rio do Sul,0.49,0.1132075472,0.1333333333,0.0869565217,53
Lajeado,0.486,0.1320754717,0.08,0.1785714286,53
Itaubal,0.544,0.0961538462,0.1142857143,0.0588235294,52
Araxá,0.494,0.0384615385,0.03125,0.05,52
São Pedro da Aldeia,0.494,0.1346153846,0.12,0.1481481481,52
Paulista,0.471,0.1538461538,0.1142857143,0.2352941176,52
Santa Luzia,0.485,0.1153846154,0.0857142857,0.1764705882,52
Salto,0.494,0.0192307692,0.04,0,52
Pato Branco,0.483,0.0588235294,0.0769230769,0.04,51
Congonhas,0.491,0.0784313725,0.0344827586,0.1363636364,51
Santa Cruz,0.488,0.1176470588,0.1153846154,0.12,51
Guaíba,0.485,0.0392156863,0.0333333333,0.0476190476,51
São José do Cerrito,0.518,0.1,0.1,0.1,50
Ilhéus,0.486,0.06,0.0571428571,0.0666666667,50
Santana de Parnaíba,0.493,0.1836734694,0.1785714286,0.1904761905,49
Cubatão,0.499,0.0612244898,0.0357142857,0.0952380952,49
Osório,0.493,0.1428571429,0.0714285714,0.2380952381,49
Camaçari,0.497,0.1428571429,0.1481481481,0.1363636364,49
São João del Rei,0.48,0.1224489796,0.0882352941,0.2,49
Caçapava,0.496,0.1428571429,0.12,0.1666666667,49
Teófilo Otoni,0.478,0.1632653061,0.1612903226,0.1666666667,49
Assis,0.487,0.1428571429,0.1,0.2105263158,49
Itapema,0.489,0.0816326531,0.0740740741,0.0909090909,49
Timóteo,0.482,0.1836734694,0.05,0.275862069,49
Barbacena,0.476,0.0816326531,0.0714285714,0.0952380952,49
Ilhota,0.504,0.1458333333,0.1612903226,0.1176470588,48
Itabira,0.48,0.0833333333,0.0666666667,0.1111111111,48
Navegantes,0.498,0.1666666667,0.25,0.0833333333,48
Penha,0.499,0.125,0.1578947368,0.1034482759,48
São Mateus,0.495,0.170212766,0.1153846154,0.2380952381,47
Paulínia,0.495,0.1489361702,0.1538461538,0.1428571429,47
Abreu e Lima,0.478,0.0425531915,0.0625,0,47
Sumaré,0.497,0.1086956522,0.0909090909,0.125,46
Lagoa Santa,0.49,0.0869565217,0.0740740741,0.1052631579,46
Sapucaia do Sul,0.487,0.1086956522,0.0588235294,0.25,46
Içara,0.498,0.152173913,0.0833333333,0.2272727273,46
Barretos,0.483,0.1333333333,0.0952380952,0.1666666667,45
Birigui,0.488,0.1555555556,0.1428571429,0.1764705882,45
Arujá,0.493,0.0454545455,0.0357142857,0.0625,44
Itaquaquecetuba,0.493,0.1136363636,0.1290322581,0.0769230769,44
Armação dos Búzios,0.499,0.1363636364,0,0.2727272727,44
Santa Bárbara d'Oeste,0.496,0.1590909091,0.1071428571,0.25,44
Umuarama,0.485,0.0454545455,0,0.0714285714,44
Colatina,0.486,0.0909090909,0.0689655172,0.1333333333,44
Porto,0.505,0.1136363636,0.1481481481,0.0588235294,44
Arapiraca,0.476,0.0227272727,0.0294117647,0,44
Lorena,0.483,0.1162790698,0.1538461538,0.0588235294,43
Ourinhos,0.485,0.0952380952,0.0714285714,0.1428571429,42
Imbituba,0.493,0.0476190476,0.0454545455,0.05,42
Itaperuna,0.486,0.0714285714,0.0909090909,0.05,42
Carazinho,0.477,0.0975609756,0.0952380952,0.1,41
Itatiba,0.494,0.1707317073,0.2,0.125,41
Colombo,0.493,0.0487804878,0.037037037,0.0714285714,41
Maracanaú,0.488,0.1707317073,0.1923076923,0.1333333333,41
Valença,0.48,0.0975609756,0.1764705882,0.0416666667,41
Francisco Beltrão,0.494,0.1219512195,0.1538461538,0.0666666667,41
Sertãozinho,0.497,0.1219512195,0.2272727273,0,41
Camaquã,0.492,0.05,0,0.1428571429,40
Videira,0.493,0.05,0.0625,0.0416666667,40
Poá,0.484,0.125,0.0869565217,0.1764705882,40
Cabo de Santo Agostinho,0.491,0,0,0,40
Santa Rosa,0.488,0.125,0.0454545455,0.2222222222,40
Cachoeiro de Itapemirim,0.489,0.075,0.1153846154,0,40
Campo Bom,0.491,0.05,0.0689655172,0,40
Alegrete,0.49,0.1,0,0.2666666667,40
Ribeirão das Neves,0.496,0.1025641026,0.1538461538,0,39
Lins,0.486,0.1282051282,0.05,0.2105263158,39
Pouso Alegre,0.494,0.1025641026,0,0.2222222222,39
Valparaíso de Goiás,0.486,0.0256410256,0,0.0666666667,39
Tatuí,0.494,0.0512820513,0,0.125,39
Sobral,0.486,0.0512820513,0.0416666667,0.0666666667,39
Botucatu,0.485,0.0789473684,0.1,0.0555555556,38
Hortolândia,0.506,0.1052631579,0.1428571429,0.0588235294,38
Tramandaí,0.483,0.1842105263,0.0454545455,0.375,38
Itanhaém,0.485,0.1315789474,0.1304347826,0.1333333333,38
Três Rios,0.478,0.1052631579,0.0588235294,0.1428571429,38
Três Lagoas,0.496,0.1052631579,0.1818181818,0,38
Caieiras,0.489,0.1578947368,0.1304347826,0.2,38
Pindamonhangaba,0.492,0.0263157895,0,0.0555555556,38
Várzea Grande,0.496,0.1621621622,0.1538461538,0.1818181818,37
Sabará,0.482,0.0810810811,0.0588235294,0.1,37
Santana,0.498,0.0810810811,0.0952380952,0.0625,37
Vespasiano,0.488,0.0810810811,0.0714285714,0.1111111111,37
Ji-Paraná,0.496,0.1081081081,0.1176470588,0.1,37
Farroupilha,0.492,0,0,0,37
Araucária,0.5,0.0810810811,0,0.2,37
Avaré,0.496,0.027027027,0.05,0,37
Sinop,0.509,0.0540540541,0.0434782609,0.0714285714,37
Jaú,0.49,0.0810810811,0.05,0.1176470588,37
Parauapebas,0.506,0.0540540541,0.0434782609,0.0714285714,37
Santo Ângelo,0.48,0.1666666667,0.0869565217,0.3076923077,36
Cruzeiro,0.487,0.0833333333,0.0869565217,0.0769230769,36
Guaratinguetá,0.481,0.0555555556,0.0454545455,0.0714285714,36
Itumbiara,0.493,0,0,0,36
Jaguariúna,0.497,0.0555555556,0.0416666667,0.0833333333,36
Alexandria,0.49,0.0555555556,0,0.0769230769,36
Caicó,0.484,0.0277777778,0.0333333333,0,36
Diamantina,0.485,0.1142857143,0.0476190476,0.2142857143,35
Ibitinga,0.493,0.1142857143,0.0625,0.1578947368,35
João Monlevade,0.476,0.0285714286,0,0.0555555556,35
Muriaé,0.484,0.0571428571,0,0.125,35
Alfenas,0.489,0.0857142857,0.1153846154,0,35
Vinhedo,0.495,0.0294117647,0.0434782609,0,34
Apucarana,0.485,0.0882352941,0.0476190476,0.1538461538,34
São João da Boa Vista,0.485,0.0294117647,0,0.0588235294,34
Marau,0.496,0.1176470588,0.05,0.2142857143,34
Paranavaí,0.482,0.0588235294,0.0454545455,0.0833333333,34
São Lourenço da Mata,0.486,0.1176470588,0.0909090909,0.1666666667,34
Laguna,0.491,0.1764705882,0.1764705882,0.1764705882,34
Araguaína,0.489,0.0294117647,0,0.0769230769,34
Castanhal,0.488,0.1470588235,0.1304347826,0.1818181818,34
Vacaria,0.49,0.0588235294,0.1111111111,0,34
Vassouras,0.476,0.2058823529,0.1666666667,0.25,34
Pinhais,0.486,0.1515151515,0.1764705882,0.125,33
Ibirité,0.49,0.0606060606,0.0952380952,0,33
Leme,0.502,0.0303030303,0,0.0588235294,33
Bertioga,0.5,0.2121212121,0.1764705882,0.25,33
Vilhena,0.496,0.125,0,0.25,32
Santa Rita,0.483,0.15625,0.1428571429,0.1818181818,32
São Lourenço,0.474,0.21875,0.2105263158,0.2307692308,32
Votorantim,0.496,0.09375,0.1176470588,0.0666666667,32
Luziânia,0.499,0.0625,0.08,0,32
Mogi Guaçu,0.496,0.064516129,0.1111111111,0,31
Itaúna,0.493,0.0322580645,0.0625,0,31
Cachoeira do Sul,0.482,0,0,0,31
Panambi,0.5,0.0322580645,0.0384615385,0,31
Sapiranga,0.493,0.1290322581,0.1875,0.0666666667,31
Montenegro,0.492,0.1290322581,0.1,0.1818181818,31
Itararé,0.491,0.064516129,0,0.1538461538,31
Patos,0.475,0.064516129,0.0454545455,0.1111111111,31
Taquara,0.492,0.064516129,0.0588235294,0.0714285714,31
Caucaia,0.49,0.0967741935,0.0555555556,0.1538461538,31
Campos do Jordão,0.49,0.0322580645,0.0555555556,0,31
Santa Maria da Boa Vista,0.504,0.0666666667,0.0555555556,0.0833333333,30
Itapevi,0.492,0.0333333333,0.0588235294,0,30
Passos,0.495,0,0,0,30
Anchieta,0.505,0.1333333333,0.1818181818,0.1052631579,30
Pirassununga,0.489,0.1,0.125,0.0714285714,30
Tucuruí,0.498,0.1,0.1176470588,0.0769230769,30
Itapecerica da Serra,0.5,0.0666666667,0,0.2,30
Saquarema,0.497,0.1,0.0625,0.1428571429,30
Paracambi,0.505,0,0,0,30
Itapeva,0.493,0.0344827586,0,0.1111111111,29
São Francisco do Sul,0.498,0.0689655172,0.1666666667,0,29
Parintins,0.513,0.0689655172,0.1,0,29
Rio Grande,0.482,0.1034482759,0.1428571429,0,29
Patrocínio Paulista,0.507,0.1379310345,0,0.3076923077,29
Barcelona,0.511,0,0,0,29
Mariana,0.49,0.0344827586,0,0.0769230769,29
Cruz Alta,0.474,0.0344827586,0,0.125,29
Caxias,0.484,0.0357142857,0,0.0666666667,28
Eldorado do Sul,0.495,0.1071428571,0.1666666667,0,28
Crato,0.475,0,0,0,28
Curvelo,0.487,0.0714285714,0.0952380952,0,28
Iguaba Grande,0.483,0.1111111111,0,0.2307692308,27
União da Vitória,0.49,0.0740740741,0.1176470588,0,27
Matinhos,0.487,0.0740740741,0.1818181818,0,27
Rio Bonito,0.492,0,0,0,27
Gaspar,0.495,0.1111111111,0.0714285714,0.1538461538,27
Santa Teresa,0.5,0.0740740741,0.1428571429,0,27
Corumbá,0.504,0,0,0,26
Sombrio,0.491,0.1153846154,0.1428571429,0.0833333333,26
São Sebastião do Paraíso,0.495,0.0769230769,0,0.1428571429,26
Caçador,0.495,0.0769230769,0.0666666667,0.0909090909,26
Registro,0.491,0,0,0,26
Marataízes,0.494,0.2307692308,0.1818181818,0.2666666667,26
Nova Odessa,0.495,0.0769230769,0.0714285714,0.0833333333,26
Sobradinho,0.491,0.0769230769,0,0.1538461538,26
Ilhabela,0.508,0.12,0,0.2307692308,25
Porto Seguro,0.5,0.08,0,0.2,25
Sarandi,0.493,0.12,0.1538461538,0.0833333333,25
Cajamar,0.499,0.04,0.0666666667,0,25
Garopaba,0.503,0.2,0.2857142857,0.0909090909,25
Biguaçu,0.493,0.12,0.1111111111,0.1428571429,25
São Bento do Sul,0.498,0.08,0.0714285714,0.0909090909,25
Jandira,0.49,0.16,0.1176470588,0.25,25
Campo Mourão,0.482,0.04,0,0.1,25
Catanduva,0.486,0,0,0,25
Santa Isabel,0.5,0.16,0,0.3076923077,25
Venâncio Aires,0.495,0.04,0,0.1111111111,25
Canela,0.487,0.16,0.0909090909,0.2142857143,25
Ponte Nova,0.479,0.0833333333,0,0.2222222222,24
Urussanga,0.491,0.2083333333,0.0666666667,0.4444444444,24
São Sebastião,0.499,0.25,0.125,0.5,24
Boituva,0.503,0.0833333333,0.0555555556,0.1666666667,24
Formiga,0.493,0.0416666667,0,0.1111111111,24
Cosmópolis,0.5,0.2916666667,0.2222222222,0.3333333333,24
Juazeiro,0.49,0.0416666667,0.0625,0,24
Coimbra,0.503,0,0,0,23
Grajaú,0.511,0.0869565217,0.0833333333,0.0909090909,23
Votuporanga,0.488,0.0869565217,0.0833333333,0.0909090909,23
Cianorte,0.487,0.1304347826,0.0526315789,0.5,23
São Gabriel,0.487,0.0869565217,0,0.2222222222,23
Joaçaba,0.481,0.1304347826,0.1333333333,0.125,23
Maracanã,0.518,0.1739130435,0.0833333333,0.2727272727,23
Camaragibe,0.479,0.1304347826,0.0625,0.2857142857,23
Serra Negra,0.488,0.1304347826,0,0.3,23
Santo Antônio da Patrulha,0.498,0.1304347826,0.1538461538,0.1,23
Faro,0.519,0,0,0,22
Guaxupé,0.498,0.0454545455,0.1,0,22
Amparo,0.493,0.0909090909,0,0.2857142857,22
Teixeira de Freitas,0.492,0.0454545455,0.0714285714,0,22
Caratinga,0.489,0,0,0,22
Franco da Rocha,0.513,0,0,0,22
Paraíba do Sul,0.481,0.2272727273,0.2307692308,0.2222222222,22
Seropédica,0.492,0.3181818182,0.5555555556,0.1538461538,22
Jaboticabal,0.486,0,0,0,22
Mongaguá,0.499,0,0,0,21
Jequié,0.485,0.0476190476,0,0.0909090909,21
Garibaldi,0.496,0.2380952381,0.2727272727,0.2,21
Unaí,0.507,0.0476190476,0.0769230769,0,21
Catalão,0.503,0,0,0,21
Ferraz de Vasconcelos,0.488,0.1904761905,0.1764705882,0.25,21
Barreiras,0.494,0.0952380952,0.0714285714,0.1428571429,21
Santos Dumont,0.486,0.1428571429,0.1428571429,0.1428571429,21
Imbé,0.49,0.1904761905,0.2,0.1666666667,21
Piedade,0.51,0.0952380952,0.125,0,21
Itabirito,0.492,0.0476190476,0.0666666667,0,21
Patrocínio,0.509,0.1,0.0714285714,0.1666666667,20
São Lourenço do Sul,0.502,0.1,0,0.3333333333,20
Barra do Garças,0.498,0.05,0,0.1428571429,20
Jaguarão,0.487,0.15,0,0.3333333333,20
Rolândia,0.492,0,0,0,20
Campo Largo,0.495,0.1,0.0714285714,0.1666666667,20
Monte Carmelo,0.504,0.15,0.1538461538,0.1428571429,20
Batatais,0.491,0.0526315789,0,0.1428571429,19
São José do Rio Pardo,0.492,0.1052631579,0,0.2857142857,19
Olaria,0.536,0,0,0,19
Cataguases,0.491,0.1052631579,0.0909090909,0.125,19
Nova Serrana,0.517,0.2105263158,0.2857142857,0,19
Aparecida,0.483,0.1052631579,0,0.2222222222,19
Serra Talhada,0.477,0.0526315789,0.0769230769,0,19
Casimiro de Abreu,0.493,0.1052631579,0.1538461538,0,19
Charqueadas,0.553,0.0526315789,0.0666666667,0,19
Bebedouro,0.487,0.1052631579,0.0666666667,0.25,19
Ponta Porã,0.494,0.0526315789,0,0.1666666667,19
Carlos Barbosa,0.503,0.1578947368,0.125,0.3333333333,19
Timbó,0.496,0.0526315789,0,0.125,19
Cruzeiro do Sul,0.5,0.1578947368,0.0714285714,0.4,19
Andradina,0.491,0.0526315789,0,0.0833333333,19
Goiatuba,0.499,0.1578947368,0,0.25,19
Além Paraíba,0.482,0.1578947368,0.2307692308,0,19
Xangri-lá,0.499,0.1052631579,0.0769230769,0.1666666667,19
Sorriso,0.515,0.1666666667,0.1875,0,18
Concórdia,0.492,0.2222222222,0.1,0.375,18
Dom Pedrito,0.491,0.1666666667,0.1818181818,0.1428571429,18
